task_id,user_id,descricao,status,prioridade,data_criacao,data_limite,complexidade
114984,12,Revisar anotações sobre The Man Who Mistook His Wife for a Hat (O. Sacks),Concluída,Baixa,2025-09-27,2025-09-27,Básica
114985,12,Exercícios práticos de The Man Who Mistook His Wife for a Hat (O. Sacks) (pág. 179-188),Concluída,Baixa,2025-09-28,2025-09-28,Básica
114986,12,Ler The Man Who Mistook His Wife for a Hat (O. Sacks) - capítulo 7,Concluída,Baixa,2025-09-28,2025-09-28,Básica
114987,12,Revisar anotações sobre The Man Who Mistook His Wife for a Hat (O. Sacks),Pendente,Baixa,2025-09-29,2025-09-29,Básica
114988,12,Resumo de The Man Who Mistook His Wife for a Hat (O. Sacks) - seções 4-5,Concluída,Baixa,2025-09-29,2025-09-29,Básica
114989,12,Revisar anotações sobre The Man Who Mistook His Wife for a Hat (O. Sacks),Concluída,Baixa,2025-09-29,2025-09-29,Básica
114990,12,Resumo de The Man Who Mistook His Wife for a Hat (O. Sacks) - seções 12-14,Concluída,Baixa,2025-09-29,2025-09-29,Básica
114991,12,Exercícios práticos de The Man Who Mistook His Wife for a Hat (O. Sacks) (pág. 74-84),Concluída,Baixa,2025-09-29,2025-09-29,Básica
114992,12,Resumo de The Man Who Mistook His Wife for a Hat (O. Sacks) - seções 12-14,Concluída,Baixa,2025-09-30,2025-09-30,Básica
114993,12,Revisar anotações sobre The Man Who Mistook His Wife for a Hat (O. Sacks),Concluída,Baixa,2025-09-30,2025-09-30,Básica
114994,12,Resumo de The Man Who Mistook His Wife for a Hat (O. Sacks) - seções 9-11,Concluída,Baixa,2025-09-30,2025-09-30,Básica
114995,12,Ler The Man Who Mistook His Wife for a Hat (O. Sacks) - capítulo 12,Concluída,Baixa,2025-09-30,2025-09-30,Básica
114996,12,Aplicar exemplo de código de The Man Who Mistook His Wife for a Hat (O. Sacks),Adiada,Baixa,2025-09-30,2025-09-30,Básica
114997,12,Ex3rcícios práticos d3 Th3 M@n Who Mistook His Wif3 for @ H@t (O. S@cks) (pág. 136-151),Concluída,Baixa,30/09/2025,2025-09-30,Básica
114998,12,Apresentação de 5 slides sobre The Man Who Mistook His Wife for a Hat (O. Sacks),Concluída,Média,2025-09-30,2025-10-02,Média
114999,12,Flashcards de The Man Who Mistook His Wife for a Hat (O. Sacks) - termos do capítulo 3,Concluída,Baixa,2025-10-01,2025-10-01,Básica
115000,12,Ler The Man Who Mistook His Wife for a Hat (O. Sacks) - capítulo 2,Pendente,Baixa,2025-10-01,2025-10-01,Básica
115001,12,Revisar anotações sobre The Man Who Mistook His Wife for a Hat (O. Sacks),Concluída,Baixa,2025-10-01,2025-10-01,Básica
115002,12,Ler The Man Who Mistook His Wife for a Hat (O. Sacks) - capítulo 3,Concluída,Baixa,2025-10-02,2025-10-02,Básica
115003,12,Revisar anotações sobre The Man Who Mistook His Wife for a Hat (O. Sacks),Concluída,Baixa,2025-10-02,2025-10-02,Básica
115004,12,Exercícios práticos de The Man Who Mistook His Wife for a Hat (O. Sacks) (pág. 181-189),Pendente,Baixa,2025-10-02,2025-10-02,Básica
115005,12,Revisar anotações sobre The Man Who Mistook His Wife for a Hat (O. Sacks),Concluída,Baixa,2025-10-02,2025-10-02,Básica
115006,12,Resumo de The Man Who Mistook His Wife for a Hat (O. Sacks) - seções 5-5,Concluída,Baixa,2025-10-02,2025-10-02,Básica
115007,12,Resumo de The Man Who Mistook His Wife for a Hat (O. Sacks) - seções 8-9,Concluída,Baixa,2025-10-03,2025-10-03,Básica
115008,12,Aplicar exemplo de código de The Man Who Mistook His Wife for a Hat (O. Sacks),Concluída,Baixa,2025-10-03,2025-10-03,Básica
115009,12,Ler The Man Who Mistook His Wife for a Hat (O. Sacks) - capítulo 11,Concluída,Baixa,2025-10-03,2025-10-03,Básica
115010,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 4,Concluída,Baixa,2025-01-01,2025-01-01,Básica
115011,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 5,Concluída,Baixa,2025-01-01,2025-01-01,Básica
115012,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 4,Concluída,Baixa,2025-01-01,2025-01-01,Básica
115013,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 6,Concluída,Baixa,2025-01-01,2025-01-01,Básica
115014,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 1,Concluída,Baixa,2025-01-01,2025-01-01,Básica
115015,13,Resolver lista de exercícios de Hands-On Machine Learning (A. Géron),Concluída,Média,2025-01-01,2025-01-03,Média
115016,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 10,Concluída,Baixa,2025-01-02,2025-01-02,Básica
115017,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-02,2025-01-02,Básica
115018,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Pendente,Baixa,2025-01-02,2025-01-02,Básica
115019,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-02,,Básica
115020,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-02,2025-01-02,Básica
115021,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-03,2025-01-03,Básica
115022,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 11-13,Concluída,Baixa,2025-01-03,2025-01-03,Básica
115023,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 4,Concluída,Baixa,2025-01-03,2025-01-03,Básica
115024,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-03,2025-01-03,Básica
115025,13,Implementar exemplo prático inspirado em Hands-On Machine Learning (A. Géron),Concluída,Média,2025-01-03,2025-01-03,Média
115026,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 160-167),Concluída,Baixa,2025-01-04,2025-01-04,Básica
115027,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 140-150),Pendente,Baixa,2025-01-04,2025-01-04,Básica
115028,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 5-17),Concluída,Baixa,2025-01-04,2025-01-04,Básica
115029,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 7,Concluída,Baixa,2025-01-04,2025-01-04,Básica
115030,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 5,Concluída,Baixa,2025-01-04,2025-01-04,Básica
115031,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-05,2025-01-05,Básica
115032,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 8,Concluída,Baixa,2025-01-05,2025-01-05,Básica
115033,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 3-3,Pendente,Baixa,2025-01-05,2025-01-05,Básica
115034,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Adiada,Baixa,2025-01-05,2025-01-05,Básica
115035,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 195-209),Concluída,Baixa,2025-01-06,2025-01-06,Básica
115036,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Pendente,Baixa,2025-01-06,2025-01-06,Básica
115037,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 5,Concluída,Baixa,2025-01-06,2025-01-06,Básica
115038,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 8-10,Concluída,Baixa,2025-01-06,2025-01-06,Básica
115039,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 10,Concluída,Baixa,2025-01-06,2025-01-06,Básica
115040,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-07,2025-01-07,Básica
115041,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-07,2025-01-07,Básica
115042,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 60-71),Concluída,Baixa,2025-01-07,2025-01-07,Básica
115043,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 4-4,Concluída,Baixa,2025-01-07,2025-01-07,Básica
115044,13,Implementar exemplo prático inspirado em Hands-On Machine Learning (A. Géron),Concluída,Média,2025-01-07,2025-01-07,Média
115045,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 7,Concluída,Baixa,2025-01-08,2025-01-08,Básica
115046,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 185-195),Concluída,Baixa,2025-01-08,2025-01-08,Básica
115047,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-08,2025-01-08,Básica
115048,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 5-7,Concluída,Baixa,2025-01-08,2025-01-08,Básica
115049,13,Relatório semanal: síntese de Hands-On Machine Learning (A. Géron),Concluída,Média,2025-01-08,2025-01-08,Média
115050,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-09,2025-01-09,Básica
115051,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 5-7,Concluída,Baixa,2025-01-09,2025-01-09,Básica
115052,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 11-13,Concluída,Baixa,2025-01-09,2025-01-09,Básica
115053,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 5-7,Concluída,Baixa,2025-01-09,2025-01-09,Básica
115054,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 10,Concluída,Baixa,2025-01-09,2025-01-09,Básica
115055,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-10,2025-01-10,Básica
115056,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-10,2025-01-10,Básica
115057,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 88-97),Pendente,Baixa,2025-01-10,2025-01-10,Básica
115058,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-10,2025-01-10,Básica
115059,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-10,2025-01-10,Básica
115060,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 232-241),Concluída,Baixa,2025-01-11,2025-01-11,Básica
115061,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-11,2025-01-11,Básica
115062,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 5,Concluída,Baixa,2025-01-11,2025-01-11,Básica
115063,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-11,2025-01-11,Básica
115064,13,LER HANDS-ON MACHINE LEARNING (A. GÉRON) - CAPÍTULO 9,Concluída,Baixa,2025-01-12,2025-01-12,Básica
115065,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 3,Concluída,Baixa,2025-01-12,2025-01-12,Básica
115066,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 67-72),Concluída,Baixa,2025-01-12,2025-01-12,Básica
115067,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-12,2025-01-12,Básica
115068,13,Projeto mensal: estudo de caso baseado em Hands-On Machine Learning (A. Géron),Concluída,Alta,2025-01-09,2025-01-13,Difícil
115069,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-13,2025-01-13,Básica
115070,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 4,Pendente,Baixa,2025-01-13,2025-01-13,Básica
115071,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Adiada,Baixa,2025-01-13,2025-01-13,Básica
115072,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-13,2025-01-13,Básica
115073,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 1,Concluída,Baixa,2025-01-13,2025-01-13,Básica
115074,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 19-26),Adiada,Baixa,2025-01-14,2025-01-14,Básica
115075,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,,2025-01-14,2025-01-14,Básica
115076,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-14,2025-01-14,Básica
115077,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 1,Concluída,Baixa,2025-01-14,2025-01-14,Básica
115078,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 183-192),Concluída,Baixa,2025-01-14,2025-01-14,Básica
115079,13,Resolver lista de exercícios de Hands-On Machine Learning (A. Géron),Pendente,Média,2025-01-14,2025-01-14,Média
115080,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-15,,Básica
115081,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 2-4,Concluída,Baixa,2025-01-15,2025-01-15,Básica
115082,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-15,2025-01-15,Básica
115083,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 2-4,Concluída,Baixa,2025-01-15,,Básica
115084,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 11,Concluída,Baixa,2025-01-15,2025-01-15,Básica
115085,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-16,2025-01-16,Básica
115086,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 5,Concluída,Baixa,2025-01-16,2025-01-16,Básica
115087,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 2,Concluída,Baixa,2025-01-16,,Básica
115088,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 7,Concluída,Baixa,2025-01-16,2025-01-16,Básica
115089,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 89-94),Pendente,Baixa,2025-01-16,2025-01-16,Básica
115090,13,Resolver lista de exercícios de Hands-On Machine Learning (A. Géron),Concluída,Média,2025-01-16,,Média
115091,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-17,2025-01-17,Básica
115092,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 9,Concluída,Baixa,2025-01-17,2025-01-17,Básica
115093,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 34-45),Concluída,Baixa,2025-01-17,2025-01-17,Básica
115094,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-17,2025-01-17,Básica
115095,13,Projeto mensal: estudo de caso baseado em Hands-On Machine Learning (A. Géron),Concluída,Alta,2025-01-15,2025-01-22,Difícil
115096,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-18,2025-01-18,Básica
115097,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 45-50),Adiada,Baixa,2025-01-18,2025-01-18,Básica
115098,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 9,Concluída,Baixa,2025-01-18,2025-01-18,Básica
115099,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 7-9,Concluída,Baixa,2025-01-18,2025-01-18,Básica
115100,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 5,Concluída,Baixa,2025-01-19,2025-01-19,Básica
115101,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-19,2025-01-19,Básica
115102,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-19,2025-01-19,Básica
115103,13, Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 10   ,Concluída,Baixa,2025-01-19,2025-01-19,Básica
115104,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 3,Concluída,Baixa,,2025-01-19,Básica
115105,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 3-3,Concluída,Baixa,2025-01-20,2025-01-20,Básica
115106,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 2,Concluída,Baixa,2025-01-20,2025-01-20,Básica
115107,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Pendente,Baixa,2025-01-20,2025-01-20,Básica
115108,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 12,Concluída,Baixa,,2025-01-20,Básica
115109,13,Resolver lista de exercícios de Hands-On Machine Learning (A. Géron),Concluída,Média,2025-01-20,2025-01-20,Média
115110,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-21,2025-01-21,Básica
115111,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 9,Concluída,Baixa,2025-01-21,2025-01-21,Básica
115112,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 4,Concluída,Baixa,2025-01-21,2025-01-21,Básica
115113,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-21,2025-01-21,Básica
115114,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 9,Concluída,Baixa,2025-01-22,2025-01-22,Básica
115115,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Pendente,Baixa,2025-01-22,2025-01-22,Básica
115116,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 207-217),Concluída,Baixa,2025-01-22,2025-01-22,Básica
115117,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 3,Concluída,Baixa,2025-01-22,2025-01-22,Básica
115118,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 171-184),Concluída,Baixa,2025-01-23,2025-01-23,Básica
115119,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-23,2025-01-23,Básica
115120,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Adiada,Baixa,2025-01-23,2025-01-23,Básica
115121,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-23,2025-01-23,Básica
115122,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-24,2025-01-24,Básica
115123,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 172-180),Concluída,Baixa,2025-01-24,2025-01-24,Básica
115124,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-24,2025-01-24,Básica
115125,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-24,2025-01-24,Básica
115126,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 10,Concluída,Baixa,2025-01-24,2025-01-24,Básica
115127,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 3,Pendente,Baixa,2025-01-25,2025-01-25,Básica
115128,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 12,Concluída,Baixa,2025-01-25,2025-01-25,Básica
115129,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Adiada,Baixa,2025-01-25,2025-01-25,Básica
115130,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 1-2,Pendente,Baixa,2025-01-25,2025-01-25,Básica
115131,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-26,2025-01-26,Básica
115132,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-26,2025-01-26,Básica
115133,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-26,2025-01-26,Básica
115134,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 113-123),Concluída,Baixa,2025-01-26,2025-01-26,Básica
115135,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 1,Pendente,Baixa,2025-01-26,2025-01-26,Básica
115136,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 10,Pendente,Baixa,2025-01-27,2025-01-27,Básica
115137,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 6,Concluída,Baixa,2025-01-27,2025-01-27,Básica
115138,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-27,2025-01-27,Básica
115139,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 8-8,Concluída,Baixa,2025-01-27,2025-01-27,Básica
115140,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 8,Concluída,Baixa,2025-01-28,2025-01-28,Básica
115141,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-28,2025-01-28,Básica
115142,13, Resumo de Hands-On Machine Learning (A. Géron) - seções 6-8   ,Concluída,Baixa,2025-01-28,2025-01-28,Básica
115143,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-28,2025-01-28,Básica
115144,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 224-235),Pendente,Baixa,2025-01-29,2025-01-29,Básica
115145,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-29,2025-01-29,Básica
115146,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 11-13,Concluída,Baixa,2025-01-29,,Básica
115147,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,—,2025-01-29,2025-01-29,Básica
115148,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 5,Concluída,Baixa,2025-01-30,2025-01-30,Básica
115149,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 12,Concluída,Baixa,2025-01-30,,Básica
115150,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-30,2025-01-30,Básica
115151,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-30,2025-01-30,Básica
115152,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 12-12,Concluída,Baixa,2025-01-31,2025-01-31,Básica
115153,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,,2025-01-31,Básica
115154,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 3,Pendente,Baixa,2025-01-31,2025-01-31,Básica
115155,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 1,Pendente,Baixa,2025-01-31,2025-01-31,Básica
115156,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-01-31,2025-01-31,Básica
115157,13,Implementar exemplo prático inspirado em Hands-On Machine Learning (A. Géron),Pendente,Média,2025-01-31,2025-01-31,Média
115158,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 8-10,Concluída,Baixa,2025-02-01,2025-02-01,Básica
115159,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 1,Concluída,Baixa,2025-02-01,2025-02-01,Básica
115160,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 7,Concluída,Baixa,2025-02-01,2025-02-01,Básica
115161,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 166-177),Concluída,Baixa,2025-02-01,2025-02-01,Básica
115162,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 6-7,Pendente,Baixa,2025-02-01,2025-02-01,Básica
115163,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 4-4,Concluída,Baixa,2025-02-02,2025-02-02,Básica
115164,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 40-55),Pendente,Baixa,2025-02-02,2025-02-02,Básica
115165,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 243-255),Concluída,Baixa,2025-02-02,2025-02-02,Básica
115166,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 10,Concluída,Baixa,2025-02-02,2025-02-02,Básica
115167,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 12-12,Concluída,Baixa,2025-02-02,2025-02-02,Básica
115168,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 3,Concluída,Baixa,2025-02-03,,Básica
115169,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-02-03,2025-02-03,Básica
115170,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 10 🤖,Concluída,Baixa,2025-02-03,2025-02-03,Básica
115171,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 6-6,Concluída,Baixa,2025-02-03,2025-02-03,Básica
115172,13,Implementar exemplo prático inspirado em Hands-On Machine Learning (A. Géron),Pendente,Média,,2025-02-04,Média
115173,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 8-9,Concluída,Baixa,2025-02-04,2025-02-04,Básica
115174,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 7-7,Adiada,Baixa,2025-02-04,2025-02-04,Básica
115175,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,,2025-02-04,2025-02-04,Básica
115176,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 12-13,Adiada,Baixa,2025-02-04,2025-02-04,Básica
115177,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 7,Concluída,Baixa,2025-02-05,2025-02-05,Básica
115178,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 8,Concluída,Baixa,2025-02-05,2025-02-05,Básica
115179,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-02-05,2025-02-05,Básica
115180,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 6-6,Concluída,Baixa,2025-02-05,2025-02-05,Básica
115181,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 7,Concluída,Baixa,2025-02-05,2025-02-05,Básica
115182,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 226-238),Adiada,Baixa,2025-02-06,2025-02-06,Básica
115183,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 12 🤖,Pendente,Baixa,2025-02-06,2025-02-06,Básica
115184,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 7-8,Concluída,Baixa,06/02/2025,2025-02-06,Básica
115185,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-02-06,2025-02-06,Básica
115186,13,Resolver lista de exercícios de Hands-On Machine Learning (A. Géron),Concluída,Média,2025-02-06,2025-02-06,Média
115187,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 9-9,Pendente,Baixa,2025-02-07,2025-02-07,Básica
115188,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 95-108),Concluída,Baixa,2025-02-07,2025-02-07,Básica
115189,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 1,Concluída,Baixa,2025-02-07,2025-02-07,Básica
115190,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-02-07,2025-02-07,Básica
115191,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 58-66),Concluída,Baixa,2025-02-08,2025-02-08,Básica
115192,13,Exercícios práticos de Hands-On Machine Learning (A. Géron) (pág. 98-111),Concluída,Baixa,2025-02-08,2025-02-08,Básica
115193,13,Flashcards de Hands-On Machine Learning (A. Géron) - termos do capítulo 9,Pendente,Baixa,2025-02-08,2025-02-08,Básica
115194,13,Revisar anotações sobre Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-02-08,2025-02-08,Básica
115195,13,Ler Hands-On Machine Learning (A. Géron) - capítulo 10,Concluída,Baixa,09/02/2025,2025-02-09,Básica
115196,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 5-5,Concluída,Baixa,2025-02-09,2025-02-09,Básica
115197,13,Resumo de Hands-On Machine Learning (A. Géron) - seções 5-7,Pendente,Baixa,2025-02-09,2025-02-09,Básica
115198,13,Aplicar exemplo de código de Hands-On Machine Learning (A. Géron),Concluída,Baixa,2025-02-09,2025-02-09,Básica
